,tweetNum,word,ner_iob,ner_tag,tag
401,17,ddos,O,,NEB
402,17,me,O,,KeyNone
403,17,and,O,,KeyNone
404,17,theyll,O,,KeyNone
405,17,cut,O,,KeyNone
406,17,it,O,,KeyNone
407,17,short,O,,KeyNone
408,17,well,O,,KeyNone
409,17,try,O,,KeyNone
410,17,it,O,,KeyNone
411,17,sometime,O,,NEB
412,17,next,O,,NEI
413,17,week,O,,NEO
414,18,A,O,,KeyNone
415,18,new,O,,KeyNone
416,18,vulnerability,O,,NEB
417,18,in,O,,KeyNone
418,18,Alexa,B,GPE,NEI
419,18,allows,O,,KeyNone
420,18,phishing,O,,NEB
421,18,attacks,O,,NEI
422,18,to,O,,KeyNone
423,18,trick,O,,KeyNone
424,18,users,O,,KeyNone
425,18,into,O,,KeyNone
426,18,sending,O,,KeyNone
427,18,their,O,,KeyNone
428,18,secure,O,,NEB
429,18,credentials,O,,NEI
430,18,.,O,,KeyNone
431,18,This,O,,KeyNone
432,18,trick,O,,KeyNone
433,18,called,O,,KeyNone
434,18,``,O,,KeyNone
435,18,Echosquatting,B,WORK_OF_ART,NEB
436,18,'',O,,KeyNone
437,18,and,O,,KeyNone
438,18,allows,O,,KeyNone
439,18,hackers,O,,NEB
440,18,to,O,,KeyNone
441,18,hide,O,,KeyNone
442,18,malware,O,,NEB
443,18,over,O,,KeyNone
444,18,a,O,,KeyNone
445,18,certain,O,,KeyNone
446,18,skill,O,,KeyNone
447,18,.,O,,KeyNone
448,18,Always,O,,KeyNone
449,18,stay,O,,KeyNone
450,18,up-to-date,O,,KeyNone
451,18,so,O,,KeyNone
452,18,you,O,,KeyNone
453,18,know,O,,KeyNone
454,18,what,O,,KeyNone
455,18,to,O,,KeyNone
456,18,look,O,,KeyNone
457,18,for,O,,KeyNone
458,18,!,O,,KeyNone
459,18,https,O,,KeyNone
460,18,:,O,,KeyNone
461,18,//t.co/chTaSFIwU5,O,,KeyNone
462,19,Alert,O,,KeyNone
463,19,!,O,,KeyNone
464,19,Be,O,,KeyNone
465,19,prepared,O,,KeyNone
466,19,against,O,,KeyNone
467,19,#,B,CARDINAL,KeyNone
468,19,OSS,B,ORG,NEB
469,19,vulnerabilities,O,,NEI
470,20,CVE-2018-16276,O,,NEO
471,20,An,O,,KeyNone
472,20,issue,O,,KeyNone
473,20,was,O,,KeyNone
474,20,discovered,O,,KeyNone
475,20,in,O,,KeyNone
476,20,yurex_read,O,,NEB
477,20,in,O,,KeyNone
478,20,drivers/usb/misc/yurex.c,O,,KeyNone
479,20,in,O,,KeyNone
480,20,the,O,,KeyNone
481,20,Linux,O,,NEB
482,20,kernel,O,,NEI
483,20,before,O,,KeyNone
484,20,4.17.7,O,,KeyNone
485,20,.,O,,KeyNone
486,20,Local,O,,NEB
487,20,attackers,O,,NEI
488,20,could,O,,KeyNone
489,20,use,O,,KeyNone
490,20,user,B,GPE,KeyNone
491,20,access,O,,KeyNone
492,20,read/writes,O,,KeyNone
493,20,with,B,CARDINAL,KeyNone
494,20,incorrect,O,,KeyNone
495,20,bounds,O,,NEB
496,20,checking,O,,NEI
497,20,in,O,,KeyNone
498,20,the,O,,KeyNone
499,20,yurex,O,,NEB
500,20,USB,O,,NEI
501,20,...,O,,KeyNone
502,20,https,O,,KeyNone
503,20,:,O,,KeyNone
504,20,//t.co/hwpuTM6OOf,O,,KeyNone
505,20,Vulmon,O,,NEB
506,20,Vulnerability,O,,NEI
507,20,Feed,O,,KeyNone
508,20,(,O,,KeyNone
509,20,Vul,O,,KeyNone
510,21,GlobeImposter,B,ORG,NEB
511,21,ransomware,O,,NEI
512,21,attack,O,,NEO
513,21,w/,O,,KeyNone
514,21,high-intensity,O,,NEB
515,21,data,O,,NEI
516,21,encryption,O,,NEI
517,21,algorithm,O,,NEO
518,21,",",O,,KeyNone
519,21,numerous,O,,KeyNone
520,21,variants,O,,KeyNone
521,21,!,O,,KeyNone
522,21,#,O,,KeyNone
523,21,Cyberthreats,O,,NEB
524,21,#,B,MONEY,KeyNone
525,21,Cybercrime,I,MONEY,NEB
526,21,#,I,MONEY,KeyNone
527,21,SMB,I,MONEY,NEI
528,21,#,I,MONEY,KeyNone
529,21,Cybersecurity,I,MONEY,NEI
530,21,GlobeImposter,I,MONEY,NEO
531,21,which,O,,KeyNone
532,21,has,O,,KeyNone
533,21,more,B,ORG,KeyNone
534,21,than,O,,KeyNone
535,21,20,O,,KeyNone
536,21,variants,B,CARDINAL,KeyNone
537,21,",",I,CARDINAL,KeyNone
538,21,is,I,CARDINAL,KeyNone
539,21,still,O,,KeyNone
540,21,wildly,O,,KeyNone
541,21,growing,O,,KeyNone
542,21,|,O,,KeyNone
543,21,360,O,,KeyNone
544,21,Total,O,,KeyNone
545,21,Security,O,,KeyNone
546,21,Blog,B,CARDINAL,KeyNone
547,21,https,O,,KeyNone
548,21,:,O,,KeyNone
549,21,//t.co/tYPzHuXmOT,O,,KeyNone
550,21,via,O,,KeyNone
551,21,@,O,,KeyNone
552,21,360totalsec,O,,NEB
553,22,Hacker,B,PERSON,NEB
554,22,Discloses,I,PERSON,NEI
555,22,Unpatched,I,PERSON,NEO
556,22,Windows,O,,NEB
557,22,Zero-Day,B,DATE,NEI
558,22,Vulnerability,I,DATE,NEO
559,22,(,I,DATE,KeyNone
560,22,With,I,DATE,KeyNone
561,22,PoC,O,,NEB
562,22,),O,,KeyNone
563,22,https,O,,KeyNone
564,22,:,O,,KeyNone
565,22,//t.co/Zyh3z6so5z,O,,KeyNone
566,23,WordPress,B,ORG,NEB
567,23,REST,I,ORG,NEI
568,23,API,I,ORG,NEO
569,23,0day,O,,NEB
570,23,Exploit,B,PRODUCT,NEO
571,23,is,O,,KeyNone
572,23,Out,O,,KeyNone
573,23,https,O,,KeyNone
574,23,:,B,MONEY,KeyNone
575,23,//t.co/Am3uICtkXD,I,MONEY,KeyNone
576,23,#,I,MONEY,KeyNone
577,23,freelancewebdesigner,O,,NEB
578,23,#,O,,KeyNone
579,23,webdesigner,O,,NEB
580,23,#,B,MONEY,KeyNone
581,23,webdeveloper,I,MONEY,NEI
582,23,#,B,MONEY,KeyNone
583,23,ecommerce,I,MONEY,NEO
584,23,#,I,MONEY,KeyNone
585,23,singapore,I,MONEY,NEB
586,24,@,O,,KeyNone
587,24,prateek_0490,O,,NEB
588,24,can,O,,KeyNone
589,24,we,O,,KeyNone
590,24,report,O,,KeyNone
591,24,vulnerability,O,,NEB
592,24,in,O,,KeyNone
593,24,a,O,,KeyNone
594,24,domain,O,,KeyNone
595,24,which,O,,KeyNone
596,24,is,O,,KeyNone
597,24,neither,O,,KeyNone
598,24,included,O,,KeyNone
599,24,in,O,,KeyNone
600,24,out-scope,O,,NEB
601,24,nor,O,,KeyNone
602,24,in-scope,O,,NEB
603,24,.,O,,KeyNone
604,25,whichever,O,,KeyNone
605,25,one,O,,KeyNone
606,25,of,O,,KeyNone
607,25,you,O,,KeyNone
608,25,little,O,,NEB
609,25,freaks,O,,NEI
610,25,decided,O,,NEO
611,25,to,O,,KeyNone
612,25,test,O,,KeyNone
613,25,run,O,,KeyNone
614,25,your,O,,KeyNone
615,25,DDOS,B,ORG,NEB
616,25,attack,O,,NEO
617,25,on,O,,KeyNone
618,25,the,O,,KeyNone
619,25,campus,O,,NEB
620,25,SSH,B,ORG,NEI
621,25,systems,O,,NEO
622,25,ON,O,,KeyNone
623,25,A,O,,KeyNone
624,25,FRIDAY,B,ORG,NEB
625,25,AFTERNOON,O,,NEI
626,25,can,O,,KeyNone
627,25,eat,O,,KeyNone
628,25,my,O,,KeyNone
629,25,entire,O,,NEB
630,25,ass,O,,NEI
631,26,@,O,,KeyNone
632,26,Rainbow6Game,O,,NEB
633,26,@,O,,KeyNone
634,26,OnlyyL4uRa7,O,,NEI
635,26,Ddos,O,,NEO
636,26,for,O,,KeyNone
637,26,get,O,,KeyNone
638,26,the,O,,KeyNone
639,27,@,O,,KeyNone
640,27,sickubus,O,,NEB
641,27,@,O,,KeyNone
642,27,YourFavNatty,O,,NEI
643,27,nice,O,,KeyNone
644,28,https,O,,KeyNone
645,28,:,O,,KeyNone
646,28,//t.co/8Bkmzqf4iP,B,ORG,KeyNone
647,28,#,O,,KeyNone
648,28,FCC,O,,NEB
649,28,claims,O,,KeyNone
650,28,of,O,,KeyNone
651,28,DDoS,O,,NEB
652,28,net,O,,NEI
653,28,neutrality,O,,NEI
654,28,attack,O,,NEO
655,28,were,O,,KeyNone
656,28,'bogus,O,,NEB
657,28,',B,MONEY,KeyNone
658,28,#,I,MONEY,KeyNone
659,28,fmcos,I,MONEY,NEB
660,28,#,O,,KeyNone
661,29,CVE-2018-16278,O,,NEB
662,29,phpkaiyuancms,O,,NEI
663,29,PhpOpenSourceCMS,O,,NEO
664,29,(,O,,KeyNone
665,29,POSCMS,O,,NEB
666,29,),O,,KeyNone
667,29,V3.2.0,O,,NEI
668,29,allows,B,ORG,KeyNone
669,29,an,O,,KeyNone
670,29,unauthenticated,B,PERSON,NEB
671,29,user,O,,NEI
672,29,to,O,,KeyNone
673,29,execute,O,,KeyNone
674,29,arbitrary,O,,NEB
675,29,SQL,O,,NEI
676,29,commands,O,,NEO
677,29,via,O,,KeyNone
678,29,the,B,ORG,KeyNone
679,29,diy/module/member/controllers/Api.php,O,,KeyNone
680,29,ajax_save_draft,O,,NEB
681,29,function,O,,KeyNone
682,29,with,O,,KeyNone
683,29,the,O,,KeyNone
684,29,dir,O,,KeyNone
685,29,par,O,,KeyNone
686,29,...,O,,KeyNone
687,29,https,O,,KeyNone
688,29,:,O,,KeyNone
689,29,//t.co/ufBhE4qOG7,O,,KeyNone
690,29,Vulmon,O,,NEB
691,29,Vulnerability,O,,NEI
692,29,Feed,O,,KeyNone
693,29,(,O,,KeyNone
694,29,Vul,O,,KeyNone
695,30,HMC,O,,NEB
696,30,Says,O,,KeyNone
697,30,Ransomware,B,PERSON,NEB
698,30,Attack,I,PERSON,NEO
699,30,Turned,I,PERSON,KeyNone
700,30,Into,O,,KeyNone
701,30,Healthcare,O,,NEB
702,30,Data,O,,NEI
703,30,Breach,O,,NEO
704,30,https,O,,KeyNone
705,31,Necurs,O,,NEB
706,31,botnet,O,,NEI
707,31,linked,O,,KeyNone
708,31,to,O,,KeyNone
709,31,banking,O,,NEB
710,31,spam,O,,NEI
711,31,campaign,O,,NEO
712,31,https,O,,KeyNone
713,31,:,O,,KeyNone
714,31,//t.co/yhFNzx0UlT,O,,KeyNone
715,32,CVE-2018-13871,O,,NEB
716,32,(,O,,KeyNone
717,32,hdf5,O,,NEI
718,32,),O,,KeyNone
719,32,https,O,,KeyNone
720,32,:,O,,KeyNone
721,32,//t.co/8Sgk64YKH1,O,,KeyNone
722,32,An,O,,KeyNone
723,32,issue,O,,NEB
724,32,was,O,,KeyNone
725,32,discovered,O,,NEB
726,32,in,O,,KeyNone
727,32,the,O,,KeyNone
728,32,HDF,O,,NEB
729,32,HDF5,O,,NEI
730,32,1.8.20,B,ORG,KeyNone
731,32,library,O,,NEO
732,32,.,B,CARDINAL,KeyNone
733,32,There,O,,KeyNone
734,32,is,O,,KeyNone
735,32,a,O,,KeyNone
736,32,heap-based,O,,NEB
737,32,buffer,O,,NEI
738,32,overflow,O,,NEI
739,33,CVE-2018-13872,O,,NEO
740,33,(,O,,KeyNone
741,33,hdf5,O,,NEB
742,33,),O,,KeyNone
743,33,https,O,,KeyNone
744,33,:,O,,KeyNone
745,33,//t.co/DMQAWn1dsR,O,,KeyNone
746,33,An,O,,KeyNone
747,33,issue,O,,NEB
748,33,was,O,,KeyNone
749,33,discovered,O,,NEB
750,33,in,O,,KeyNone
751,33,the,O,,KeyNone
752,33,HDF,O,,NEB
753,33,HDF5,O,,NEI
754,33,1.8.20,B,ORG,KeyNone
755,33,library,O,,NEO
756,33,.,B,CARDINAL,KeyNone
757,33,There,O,,KeyNone
758,33,is,O,,KeyNone
759,33,a,O,,KeyNone
760,33,heap-based,O,,NEB
761,33,buffer,O,,NEI
762,33,overflow,O,,NEI
763,34,CVE-2018-13874,O,,NEO
764,34,(,O,,KeyNone
765,34,hdf5,O,,NEB
766,34,),O,,KeyNone
767,34,https,O,,KeyNone
768,34,:,O,,KeyNone
769,34,//t.co/u0MwPDiHBn,O,,KeyNone
770,34,An,O,,KeyNone
771,34,issue,O,,NEB
772,34,was,O,,KeyNone
773,34,discovered,O,,NEB
774,34,in,O,,KeyNone
775,34,the,O,,KeyNone
776,34,HDF,O,,NEB
777,34,HDF5,O,,NEI
778,34,1.8.20,B,ORG,KeyNone
779,34,library,O,,NEO
780,34,.,B,CARDINAL,KeyNone
781,34,There,O,,KeyNone
782,34,is,O,,KeyNone
783,34,a,O,,KeyNone
784,34,stack-based,O,,NEB
785,34,buffer,O,,NEI
786,34,overflow,O,,NEO
787,35,GlobeImposter,B,ORG,NEB
788,35,ransomware,O,,NEO
789,35,with,O,,KeyNone
790,35,high-intensity,O,,NEB
791,35,data,O,,NEI
792,35,encryption,O,,NEO
793,35,&,O,,KeyNone
794,35,amp,O,,NEB
796,35,numerous,O,,NEI
797,35,variants,O,,NEO
798,35,!,O,,KeyNone
799,35,#,O,,KeyNone
800,35,Cyberattack,O,,NEB
801,35,#,O,,KeyNone
802,35,Cybercrime,O,,NEB
803,35,#,B,MONEY,KeyNone
804,35,Hackers,I,MONEY,NEB
805,35,#,I,MONEY,KeyNone
806,35,SMB,I,MONEY,NEB
807,35,#,I,MONEY,KeyNone
808,35,Cybersecurity,I,MONEY,NEB
809,35,GlobeImposter,I,MONEY,NEO
810,35,which,O,,KeyNone
811,35,has,O,,KeyNone
812,35,more,B,ORG,KeyNone
813,35,than,O,,KeyNone
814,35,20,O,,KeyNone
815,35,variants,B,CARDINAL,KeyNone
816,35,",",I,CARDINAL,KeyNone
817,35,is,I,CARDINAL,KeyNone
818,35,still,O,,KeyNone
819,35,wildly,O,,KeyNone
820,35,growing,O,,KeyNone
821,35,|,O,,KeyNone
822,35,360,O,,KeyNone
823,35,Total,O,,KeyNone
824,35,Security,O,,KeyNone
825,35,Blog,B,CARDINAL,KeyNone
826,35,https,O,,KeyNone
827,35,:,O,,KeyNone
828,35,//t.co/wI54NxTrh7,O,,KeyNone
829,35,via,O,,KeyNone
830,35,@,O,,KeyNone
831,35,360totalsec,O,,NEB
832,36,Browser,O,,NEI
833,36,extensions,O,,NEO
834,36,seem,O,,KeyNone
835,36,like,O,,KeyNone
836,36,a,O,,KeyNone
837,36,massive,O,,KeyNone
838,36,security,O,,NEB
839,36,vulnerability,O,,NEI
840,36,sitting,O,,KeyNone
841,36,right,O,,KeyNone
842,36,under,O,,KeyNone
843,36,our,O,,KeyNone
844,36,noses,O,,KeyNone
